ID,frase_es,frase_sh,dominio,fecha,origen
107,"Para ello, rápidamente buscó una ramita, la agarró con sus patitas y se lanzó hacia donde estaba la hormiga; tendiéndole la rama y salvándola","Nuya warik numichin eak, nawechirijiai achik, week nanatmanum nanaki weri nankia jusamiayi, jakertasa pujan",Literario,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
108,"Muchas gracias, me salvaste la vida dijo la hormiga","Yuminsajme, yainkiame jakatasan pujai timiayi week, wampiashkun",Literario,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
109,"Más tarde, un cazador furtivo se acercó por detrás de la mariposa con una red; en silencio se dispuso a capturarla, pero justo cuando ya tenía la red sobre la cabeza de la mariposa","Aya neachma aents eamin umpruk wampiashkum nekajai nankia enkektaj timiayi, tura achik, enkek amunam",Literario,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
110,Sintió un piquete muy doloroso en su pierna,¡week aentsun makunam ijiumiayi!,Literario,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
111,"Gritando soltó la red y la mariposa, al darse cuenta, salió volando",Turam ashamak nekan akupkamtai wampiashkuka nanaak jinkimiayi,Literario,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
112,"Mientras volaba, la mariposa desconcertada giró su cabeza para ver qué había herido al cazador, y se dio cuenta que era la hormiga a la que ese mismo día había salvado","Wampiashuk nanaki wesa apajas ismiayi, warink aentsnasha makunmash ijiu tusa, nui weekan nii yainmiania nuna wainkiamiayi",Literario,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
113,Moraleja,Jintinkrata,Literario,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
114,"Haz el bien, sin mirar a quien",Yaimkiata aents iitsuk,Literario,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
115,La vida es una cadena de favores,Iwiakmanumka mai yainiai ajatainti,Literario,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
116,ACHIOTE Y GENIPA,IPIAK SUWAJAI,Literario,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
117,"Antiguamente, en la selva vivían dos mujeres shuar llamadas Ipiak y Suwa","Yaunchu, jimiara nua Ipiak nuya Suwa naartin pujuarmia timiaja",Literario,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
118,En esos tiempos aparecieron dos hombres caníbales llamados Kunamp y Nayap,Weatai jimiara aishmank Kunamp nuya Nayap naartin Wantinkiarmiayi,Literario,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
119,"Cierto día, estos hombres se encontraron con las dos mujeres y empezaron una feroz persecución","Neachma tsawannum, nu jiamaiara aishman suwan nuya ipiakun wainkiar patatukarmiayi",Literario,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
120,"Las mujeres, para no ser atrapadas, mágicamente se transformaron en dos plantas repletas de frutos","Nuaka, achikma aij tusar, ipiak nuya suwa nukap nereku najanakarmiayi",Literario,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
121,Ipiak se convirtió en una planta de achiote,"Ipiakka, ipiak numi nereku najanarmiayi",Literario,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
122,En cambio Suwa se convirtió en una planta de genipa,Suwaka numi suwa nereku najanarmiayi,Literario,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
123,"Al perder de vista a las mujeres, estos dos hombres decidieron mejor subirse a los árboles a recoger los frutos","Tuma mai nua menkakarmatai Aishmanka Ankan ankan ipiaknum, tura suwanam wakarmiayi",Literario,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
124,"El Kunamp se trepó a un árbol, que en realidad era Ipiak, y fue embadurnado de achiote y se convirtió en ardilla",Tuma kunamp ipiakun juu ataman. Ipiakun yakar yajasma kunamp najanarmiayi,Literario,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
125,"Nayap se subió al árbol de genipa, que era Suwa, y se recubrió de tinta negra, al mismo tiempo se rasgó el itip y se convirtió en pájaro tijereta","Tuma Nayapkia suwan juu ataman. Suwa yakaram, aitkiam itipri jaarak. Nayap chinki najanarmiayi, tiniu ainiawai",Literario,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
126,Dicen que desde entonces el achiote y la genipa dieron origen a la pintura corporal y facial de los varones y de las mujeres Shuar,"Nuya yamaikia ipiak nuya suwa yakamatainkia aishman nuya nua yakamatai najanaruiti Nuni nankamasu asamtai Shuar nua aintsan aishman ipiak nuya suwajai iwiarmamniuiti, Tu aujmattsamuiti",Literario,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
127,EL HOMBRE SHUAR VALIENTE,AISHMANK KAKARAM,Literario,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
128,"Nuestros ancestros cuentan que antiguamente, vivía un shuar valiente que cuando salía a la selva se transformaba en tigre","Ii uuntri aujmatin armiayi, yaunchu. Shuar kakaram ikiam eamuttsa weakka uunt yawa najanain tiniu armiayi",Literario,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
129,"Este hombre había recibido el poder de Arutam, por haber cumplido adecuadamente los ritos de ayuno y abstinencia en las cascadas sagradas","Juka aishmanka tunanam wee, ijarma, Arutma kakarmari Achikiu asa",Literario,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
130,La gente shuar le respetaba por su situación privilegiada,Shuarka tuke arantin armiayi Waimiaku asamtai,Literario,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
131,Pero no faltaban quienes permanecían incrédulos,Aintsan chikich aentska imian Enentaimtichu armiayi,Literario,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
132,"Una mañana, algunos shuar que no creían, decidieron comprobar su poder; para ello siguieron las huellas de las pisadas de aquel hombre valiente","Shuar nuna timiancha iinia, Eamuttsa wematai. Kakarmari nekapsa iistu tiar, najamsua weman iirsar patatukiarmia timiaja",Literario,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
133,"Mientras se adentraban en la selva, vieron que las huellas de ese hombre se iban pareciendo cada vez más a las de un tigre","Ikiam wayaki weamunam, Aentsu nawenka, Uunt yawa nawe yapajniaki Wemia timiaja",Literario,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
134,Estaban sorprendidos,Nuna iisar ashamkarmia timiaja,Literario,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
135,Parece verdad lo que decían murmuraban entre ellos,Aents aujmatainiana nuka nuinkia nekaschashit tiarmia timiaja,Literario,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
136,Repentinamente apareció un gran oso y los atacó,Nekachma chai wantiniak jatekarmiayi,Literario,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
137,"Los hombres lucharon por su vida, pero el oso era demasiado feroz y los quería devorar","Aentska ayamprunaiyarmiayi, tumasha chaikia ti kakaram asa aentsun yuattsa wakerukmiayi",Literario,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
138,"De pronto, con un gran salto, un tigre se interpuso entre ellos y luchó contra el oso","Nekachma, Uunt yawa nanten ajaki chaijiai maanikmiayi",Literario,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
139,"Fue un duro combate, hasta que por fin el tigre venció y el oso no tuvo más remedio que huir","Nukap maanik Uunt yawa chain nupetak etsenkemia, timiaja",Literario,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
140,"Los hombres, aunque un poco asustados, regresaron a salvo a sus casas. Poco tiempo después, el hombre valiente llegó con unas heridas provocadas por garras de oso","Aentska, ashamshim jeen waketraru timiaja; jukerusan aentsha, ayashi chai nanchikramu jea tau timiaja",Literario,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
141,"Los hombres supieron que el hombre valiente había sido el tigre que los salvó, desde entonces le demostraron respeto y gratitud","Nuni uunt yawa ayamprukmakjinia nuka aents kakaram tuiniana nuiti tiar nekawar,nuyanka tuke arantuta juarkiarmia, timia timiaja",Literario,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
142,"Existe la convicción de que el hombre que ha recibido el poder de Arutam personificado en el tigre, asume las características de este animal","Aents waimiak Arutma kakaramarin Achikiuka, Nuu yajasma najanain tuu aujmatin ainiawai",Literario,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
143,EL PICAFLOR Y EL FUEGO,"JEMPE, JIJIAI",Literario,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
144,"Antiguamente, la mayoría de los shuar no conocía el fuego y no podía cocinar sus alimentos",Yaunchu shuarka jinia waincha asa yurumkan iniarak yucha armia tiniu ainiawai,Literario,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
145,"comían crudos los zapallos, la yuca, las aves y los pescados","Yuwin, mamam, chinkin, namakan enen yuu armia tutainti",Literario,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
146,Tampoco podían alumbrar sus casas en las noches oscuras,Jeen Kashi sukus iistinniash takarmachu armia timiaja,Literario,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
147,"Cerca de ellos vivía un hombre llamado Taquea, acompañado por su mujer",Nui ayam aents Takea nartin nuartiuk jinia takakiat surimiak pujuya timiaja,Literario,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
148,Ellos eran los únicos que poseían fuego y se negaban a compartirlo,"Niichik armia timiaja jinia takakuka, Tuma asa surimiu pujuinia timiaja",Literario,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
149,"No dejaban que nadie se acercara a su casa y, peor aún a la fogata que permanecía encendida día y noche","Yaaksha jeen weamkarat, tusa nakitin. Aintsan jea wayawar jinia jukiaraink tusa, kashisha nuya tsawaisha surimiu puju ainia timiaja",Literario,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
150,"Para vigilar el fuego, salían a trabajar a la chacra por turnos",Jinia kasamkaraint tusa takatnum Weenaksha chikichkimsar wee takakmas Waketu ajau ainia timiaja,Literario,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
151,"Un día, estaba la esposa de Taquea trabajando en el campo, cuando encontró a un colibrí entre las plantas","Takea nuwe kampunniunam takakma pujamunam, Jempenchin nupachiniam wainkia timiaja",Literario,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
152,El quinde estaba con sus alitas empapadas y no podía volar,Jempechikia jiniaru asa nanaktinian tujiniak Tepa timiaja,Literario,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
153,"Con una voz muy débil le habló a la mujer ¡Por favor, ayúdame! Estoy mojado y tengo frío","Tuma nuan chicharuk, wait aneasam yankiata, jiniaruitjai, tsetsemajai",Literario,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
154,La mujer se conmovió y lo tomó entre sus manos; lo llevó hasta su casa y lo puso junto al fuego para se secara,"Nuaka waitanentas achik jeen eje, jinium ayam apusa timiaja jujurat tusa",Literario,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
155,"El quinde había sido testigo de la avaricia de esta pareja; entonces, cuando se secó, aprovechó para acercarse al fogón, encender su cola y darse a la fuga por la ventana","Jempeka aents jinia surimianka nekamiayi; tuma asa jujur, jiniummani weamak ujuke aka nanak, ankantunmani wetinian enentaimiu asa, amik nanaak wemiayi",Literario,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
156,Los esposos no pudieron detenerlo y se quedaron en la puerta de su casa culpándose uno al otro,Jea nerenniuka jempen achiktaj tukama awajir akupkar mai makunai waitiniam wajarmia timiaja,Literario,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
157,El quinde fue de casa en casa y repartió el fuego entre los demás habitantes de la zona,Jempeka jeakar jeakar wekas jinia mash aentsun sukartusmiayi,Literario,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
158,"Desde entonces, todos cocinan sus alimentos, y por la noche, encienden fogatas para sentarse a conversar","Nuni apatkunash iniarkar yurumtan Juarkiarmia tiniu ainiawai, Aintsan kashisha jinia ikiaparar Aujmatu puju ainiawai shuarka. Tusa aujmatin ainiawai",Literario,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
159,Etsa hiere a su hermano Nantu,ETSA YACHÍN NANTÚ KATSÚMKA,Literario,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
160,Etsa y Nantu eran hermanos,Etsa Nantu-jai yachintin áarmiayi,Literario,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
161,"Crecieron fuertes, valientes y llenos de vigor porque se alimentaron desde la niñez con los ajíes que recogían en las huertas del Íwia","Etsa nuyá Nantu uchi asar Iwía ajárin jíimia áramu wajátar ajáinia, júukar apatkujai tíi yú asar, kákaram, nuweram tsakárarmia timiaja",Literario,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
162,"Al hacerse adultos, los dos se casaron con una mujer llamada Aúju","Tsakáki úunt ajáki wéenak, Etsa ní yachíjiai Nantu maémtek chikíchki nuá Aúju náartinian nuátkarmia timiaja",Literario,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
163,"La mujer amaba más a Nantu porque pasaba mucho tiempo con ella, mientras que Etsa casi no hacía uso de sus derechos de esposo","Aúju nuáka áya Nantunak tíi ané wemia timiaja, warí nukánkapek nijiai kána asa. Tura ántsu Etsa pénkesha níi nuwén Aúju kánu wéchamia timiaja",Literario,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
164,"Los celos enfriaron el cariño entre los dos hermanos, entonces comenzaron a odiarse","Tíi akasmaú asar, yachijiai anenainiayat kajérnaitia juarkiarmia timiaja",Literario,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
165,Hasta que un día se entabló una lucha a muerte entre ellos,"Tuma ámanum, katsúmnainiak maanitian juárkiarmia timiaja",Literario,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
